label,message
ServiceComplaint,Issue unresolved.
DamagedProperty,"My recycling bin was returned smashed into my wall, leaving dents and chipped brickwork. This was absolutely caused by careless handling. I expect repairs to be arranged."
ServiceComplaint,i want to know why no one answers my emails
ServiceComplaint,driver not careful reversing – dangerous
MissedCollection,missed again... starting to think our house is invisible lol
GeneralInquiry,please send calendar for jan-march
ServiceComplaint,Collection was late by almost 3 hours and left rubbish all over the road.
GeneralInquiry,"Bonjour, j’aimerais savoir si vous proposez des bacs de recyclage plus petits pour les personnes âgées vivant seules. Merci! I am asking on behalf of my grandmother who struggles to wheel the full-size bin down her steep drive and would benefit from a lighter option."
ServiceComplaint,team always chatting not doing the job
PositiveFeedback,Just wanted to say cheers to the Friday collection team 😁
MissedCollection,Bins out but ignored again
GeneralInquiry,How do I dispose of old paint tins?  Can they go in normal recycling?
MissedCollection,Missed again. This is a joke. When are you actually gonna empty our bin??
MissedCollection,"Our bin was left untouched while others nearby were emptied, bit confused."
GeneralInquiry,what time does the collection usually happen on fridays in TA1 area?
MissedCollection,Mark my home as a miss. Need action plz.
DamagedProperty,the collection vehicle hit my gatepost this morning. There is visible damage. Please send someone to assess.
DamagedProperty,Solar lamp bust again
GeneralInquiry,"I have a general enquiry regarding assisted collections. A family member living with me has mobility issues, and I’d like to know if there’s a service where the crew can collect the bin from closer to the house rather than the kerb. Please let me know what information you need from us and how to apply. This would make a big difference to our household. Thank you for your time and support."
DamagedProperty,they bent my bin when emptying it today. its all wonky now and doesnt close properly anymore
GeneralInquiry,"Hello, do you offer larger bins for households with more than 5 people? Ours is always full before collection day."
ServiceComplaint,The crew left rubbish all over the road.
DamagedProperty,🤬 Damn ur truck snapped off part of our mailbox! Plz TAKE RESPONSIBILITY NOW.
ServiceComplaint,"Always late, sometimes early, zero consistency."
MissedCollection,"No show today, what's the excuse now?"
DamagedProperty,"Good afternoon, we discovered today after the collection that our garden wall has been chipped."
MissedCollection,"This is the third time in two months you’ve failed to collect our recycling in Wells. THIRD. Do you actually have a supervisor or is everyone just making it up as they go along? The bin was not overfilled, no loose waste, nothing blocked. I even moved my car to make it easier because last time you blamed ‘access’. Still not collected. Now the bin is full and we’re heading into another week with nowhere to put recycling, which defeats the whole point. I want a written explanation of what happened and what you will do to stop it. If you cannot provide reliable service, tell us and we’ll take it up with the council formally."
MissedCollection,missed my bin... again. 😡
DamagedProperty,The bin lorry cracked our driveway edging while turning.
ServiceComplaint,"The lid on my new bin doesn't close properly, very poor quality."
PositiveFeedback,Great company to deal with. Very happy with everything.
ServiceComplaint,"Hallo, ich bin wirklich genervt von eurem Service in Taunton. Mostly I write in English but honestly I’m so annoyed I’ll say it bluntly: your communication is terrible and the staff on the phone are rude. I tried to ask what to do with tetra pak cartons and got told “google it”. Unbelievable. I’m paying for a service, not a scavenger hunt. Please provide a clear list for what goes in the GreenBin recycling and stop sending people in circles between leaflets, PDFs, and outdated web pages. If I get another snippy reply, I’ll escalate formally. Danke."
MissedCollection,"Hey the bin guys must have blinked and missed our drive lol. Put the recycling out at silly o’clock this morning, still there mocking me. Only cans and a mountain of wrapping paper after hosting family. I’m five months pregnant and can’t keep dragging the thing back and forth. Address is 27 Lilac Rise, Yeovil BA21 3QS. Please pop back when you can, promise I’ll reward with homemade cookies next time. Seriously though, the foxes get bold at night and last time they shredded the bag of plastics all over the lawn; spent ages picking shards out while nauseous. Really don’t want a repeat."
DamagedProperty,"During the last collection, my wheelie bin was returned to the pavement with a broken lid and cracked side. It was in good condition beforehand, and now it barely closes. I assume it was damaged during emptying or handling. While this may seem minor, it means the bin is no longer weatherproof and could attract pests. I would like to request a replacement or repair, as this damage was not caused by misuse on my part. Please let me know the next steps."
MissedCollection,"No bins picked up, second week in row"
ServiceComplaint,Your staff were extremely rude when I called to ask about our collection. Very disappointed with the customer service
PositiveFeedback,Really appreciate the friendly wave every week 😊
GeneralInquiry,Do you recycle tetra pak cartons or should they go in general waste?
ServiceComplaint,"To GreenBin management, please improve the accuracy of the online live-tracker. On the last two occasions it showed completed while our entire block was still waiting, leading people to assume they had been skipped and clogging your phone lines with calls. The technology is great when it works but reliability matters. Kindly escalate to your IT vendor and update the community when fixed. We support digital innovation but bugs defeat the purpose and erode trust."
